p_val,avg_log2FC,pct.1,pct.2,p_val_adj,ratio,gene,,,,,,,,,,,
1.732E-160,2.802959834,1,0.991,2.7858E-156,1.009081736,Rps5,,,,,,,,,,,
2.0124E-159,2.768477092,1,0.995,3.2367E-155,1.005025126,Rps19,,,,,,,,,,,
2.4532E-155,2.707915222,0.997,0.98,3.9457E-151,1.017346939,Rps9,,,,,,,,,,,
4.2448E-154,2.647301468,1,0.974,6.8273E-150,1.026694045,Rpl3,,,,,,,,,,,
1.1798E-151,2.608038794,1,0.994,1.8976E-147,1.006036217,Rps4x,,,,,,,,,,,
2.8842E-157,2.605153399,1,0.994,4.639E-153,1.006036217,Rpl14,,,,,,,,,,,
3.2527E-157,2.587940797,1,0.989,5.2316E-153,1.011122346,Rps3,,,,,,,,,,,
3.8526E-153,2.571589989,0.997,0.982,6.1965E-149,1.015274949,Rps15a,,,,,,,,,,,
1.3838E-162,2.557226876,1,0.987,2.2257E-158,1.013171226,Rps11,,,,,,,,,,,
5.6117E-153,2.551199116,0.997,0.985,9.0258E-149,1.012182741,Rps3a1,,,,,,,,,,,
3.4057E-154,2.532917109,1,0.992,5.4778E-150,1.008064516,Rpl10a,,,,,,,,,,,
2.0016E-149,2.504015607,0.992,0.981,3.2194E-145,1.011213048,Rps18,,,,,,,,,,,
3.1308E-153,2.495261657,1,0.998,5.0355E-149,1.002004008,Rpl13a,,,,,,,,,,,
1.0283E-151,2.482785818,0.997,0.978,1.6539E-147,1.019427403,Rpl7,,,,,,,,,,,
8.9289E-157,2.475602483,1,0.994,1.4361E-152,1.006036217,Rps16,,,,,,,,,,,
1.2463E-160,2.464510684,1,0.99,2.0045E-156,1.01010101,Rpl27a,,,,,,,,,,,
8.2803E-155,2.46348378,1,1,1.3318E-150,1,Rpl18a,,,,,,,,,,,
1.261E-152,2.461027816,1,0.99,2.0281E-148,1.01010101,Rps20,,,,,,,,,,,
1.4527E-143,2.459038035,0.992,0.984,2.3365E-139,1.008130081,Rps13,,,,,,,,,,,
1.7512E-143,2.44616503,0.992,0.926,2.8166E-139,1.071274298,Rplp1,,,,,,,,,,,
7.0897E-145,2.444204838,0.994,0.996,1.1403E-140,0.997991968,Rps23,,,,,,,,,,,
1.0843E-148,2.438901587,0.986,0.918,1.744E-144,1.074074074,Tmsb4x,,,,,,,,,,,
1.7967E-154,2.433966033,0.994,0.863,2.8898E-150,1.15179606,Hsp90ab1,,,,,,,,,,,
1.011E-154,2.423011747,1,0.995,1.6261E-150,1.005025126,Rps27a,,,,,,,,,,,
1.2518E-150,2.409119732,0.997,0.99,2.0135E-146,1.007070707,Rps6,,,,,,,,,,,
7.5522E-155,2.408038019,1,0.998,1.2147E-150,1.002004008,Rpl13,,,,,,,,,,,
6.2094E-157,2.381569769,1,0.984,9.9872E-153,1.016260163,Rps17,,,,,,,,,,,
1.8521E-155,2.38153094,1,1,2.979E-151,1,Eef1a1,,,,,,,,,,,
8.4652E-151,2.369153224,0.992,0.982,1.3615E-146,1.010183299,Rpl28,,,,,,,,,,,
4.5796E-159,2.350152043,1,0.997,7.3658E-155,1.003009027,Rpl18,,,,,,,,,,,
4.7889E-143,2.332289735,0.997,0.998,7.7025E-139,0.998997996,Rps14,,,,,,,,,,,
8.1362E-147,2.321511772,0.994,0.975,1.3086E-142,1.019487179,Rpl35a,,,,,,,,,,,
7.5118E-150,2.318866349,0.997,0.994,1.2082E-145,1.003018109,Rpl23,,,,,,,,,,,
4.5694E-150,2.303921716,1,0.996,7.3495E-146,1.004016064,Rpl26,,,,,,,,,,,
1.0626E-151,2.287586363,1,0.995,1.7091E-147,1.005025126,Rpl8,,,,,,,,,,,
3.4728E-150,2.284072472,0.997,0.984,5.5857E-146,1.013211382,Rps10,,,,,,,,,,,
8.8293E-148,2.27758145,1,0.964,1.4201E-143,1.037344398,Rpl17,,,,,,,,,,,
2.7238E-147,2.270075581,1,1,4.381E-143,1,Rpl32,,,,,,,,,,,
1.3283E-143,2.265511285,0.994,0.914,2.1364E-139,1.087527352,Rps7,,,,,,,,,,,
1.879E-153,2.261608454,1,0.998,3.0222E-149,1.002004008,Rps8,,,,,,,,,,,
2.0952E-146,2.239772855,0.986,0.918,3.3699E-142,1.074074074,Eef1b2,,,,,,,,,,,
1.0442E-146,2.239243099,0.989,0.941,1.6795E-142,1.051009564,Gnb2l1,,,,,,,,,,,
5.8131E-147,2.236592965,0.997,0.972,9.3498E-143,1.025720165,Rpl4,,,,,,,,,,,
9.163E-145,2.221759633,0.994,0.97,1.4738E-140,1.024742268,Rpl34,,,,,,,,,,,
3.1506E-139,2.207204088,0.958,0.653,5.0675E-135,1.467075038,Npm1,,,,,,,,,,,
7.7601E-144,2.193481891,0.997,0.96,1.2481E-139,1.038541667,Ppia,,,,,,,,,,,
3.4546E-148,2.192206594,0.997,0.964,5.5563E-144,1.034232365,Rpl36a,,,,,,,,,,,
3.691E-144,2.191387142,0.997,0.923,5.9367E-140,1.080173348,Rplp2,,,,,,,,,,,
3.4605E-152,2.17952381,0.997,0.983,5.5659E-148,1.014242116,Rps2,,,,,,,,,,,
2.0034E-147,2.172681094,0.986,0.823,3.2223E-143,1.198055893,Hspa8,,,,,,,,,,,
1.9542E-141,2.166541467,0.992,0.868,3.1431E-137,1.142857143,Lgals4,,,,,,,,,,,
1.3673E-143,2.156705361,0.986,0.888,2.1992E-139,1.11036036,Rpl22,,,,,,,,,,,
4.86E-141,2.137592029,0.992,0.956,7.8168E-137,1.037656904,Rpl39,,,,,,,,,,,
6.6106E-145,2.132498073,0.989,0.97,1.0632E-140,1.019587629,Rpl21,,,,,,,,,,,
8.7743E-153,2.123554439,0.997,0.965,1.4113E-148,1.033160622,Cox4i1,,,,,,,,,,,
2.5267E-139,2.123108895,1,0.996,4.0639E-135,1.004016064,Rps24,,,,,,,,,,,
2.2807E-150,2.122129384,0.994,0.985,3.6682E-146,1.009137056,Rpl37a,,,,,,,,,,,
1.1397E-146,2.122062488,1,0.972,1.8331E-142,1.028806584,Rpl37,,,,,,,,,,,
1.4869E-146,2.114263733,0.997,0.998,2.3915E-142,0.998997996,Rpsa,,,,,,,,,,,
7.6426E-152,2.108077341,1,0.994,1.2292E-147,1.006036217,Rpl19,,,,,,,,,,,
2.0753E-153,2.098926489,1,0.994,3.3379E-149,1.006036217,Rps15,,,,,,,,,,,
1.5398E-139,2.092006571,0.983,0.888,2.4766E-135,1.106981982,Naca,,,,,,,,,,,
2.0235E-146,2.091964173,1,0.987,3.2547E-142,1.013171226,Rpl24,,,,,,,,,,,
2.773E-142,2.08065366,0.992,0.971,4.4601E-138,1.021627188,Rpl31,,,,,,,,,,,
5.1049E-145,2.061497364,0.994,0.948,8.2107E-141,1.048523207,Rpl5,,,,,,,,,,,
1.822E-139,2.058183943,0.989,0.952,2.9305E-135,1.038865546,Ptma,,,,,,,,,,,
3.4126E-130,2.047181445,0.994,0.986,5.4889E-126,1.00811359,Rpl12,,,,,,,,,,,
1.4082E-143,2.042533495,0.997,0.967,2.265E-139,1.031023785,Rpl30,,,,,,,,,,,
1.2798E-141,2.026292267,0.997,0.986,2.0584E-137,1.011156187,Rps25,,,,,,,,,,,
9.7469E-139,2.01071652,1,0.994,1.5677E-134,1.006036217,Rplp0,,,,,,,,,,,
1.0717E-135,1.963279816,0.98,0.795,1.7237E-131,1.232704403,Actg1,,,,,,,,,,,
1.4457E-142,1.960010722,0.989,0.941,2.3252E-138,1.051009564,Rpl11,,,,,,,,,,,
1.7656E-128,1.959326896,0.98,0.874,2.8399E-124,1.121281465,Rpl22l1,,,,,,,,,,,
3.867E-137,1.901444882,0.977,0.781,6.2196E-133,1.250960307,Hspe1,,,,,,,,,,,
1.5808E-135,1.868649029,0.994,0.898,2.5426E-131,1.106904232,Eef1g,,,,,,,,,,,
2.4432E-131,1.860471935,0.986,0.91,3.9296E-127,1.083516484,Rpl29,,,,,,,,,,,
8.7389E-120,1.841492793,0.873,0.409,1.4056E-115,2.134474328,Stmn1,,,,,,,,,,,
6.1882E-148,1.828922199,0.864,0.23,9.9532E-144,3.756521739,Clca3b,,,,,,,,,,,
7.6825E-106,1.810312509,1,0.999,1.2356E-101,1.001001001,mt-Atp6,,,,,,,,,,,
3.5607E-126,1.796696442,0.989,0.958,5.727E-122,1.032359081,Rpl36,,,,,,,,,,,
3.1712E-131,1.793066232,0.963,0.781,5.1006E-127,1.233034571,Atpif1,,,,,,,,,,,
8.7845E-125,1.789172373,0.963,0.769,1.4129E-120,1.252275683,Slc25a5,,,,,,,,,,,
1.9493E-130,1.787469232,0.955,0.705,3.1353E-126,1.354609929,Eif3f,,,,,,,,,,,
3.0212E-133,1.774416593,0.994,0.919,4.8593E-129,1.081610446,Eef2,,,,,,,,,,,
4.4822E-136,1.773716726,0.977,0.868,7.2091E-132,1.125576037,Cox7c,,,,,,,,,,,
1.0821E-127,1.771477772,0.96,0.673,1.7405E-123,1.426448737,Pycard,,,,,,,,,,,
6.6615E-108,1.767991492,1,0.996,1.0714E-103,1.004016064,mt-Co2,,,,,,,,,,,
1.8935E-125,1.765833134,0.955,0.804,3.0455E-121,1.187810945,Btf3,,,,,,,,,,,
6.1361E-131,1.765221015,0.98,0.855,9.8693E-127,1.14619883,Cox6c,,,,,,,,,,,
3.3152E-122,1.755649024,0.98,0.931,5.3322E-118,1.052631579,Rps29,,,,,,,,,,,
6.4437E-104,1.754343611,1,1,1.0364E-99,1,mt-Co3,,,,,,,,,,,
1.9393E-158,1.754212104,0.912,0.276,3.1192E-154,3.304347826,Cps1,,,,,,,,,,,
7.3236E-104,1.752555467,1,0.999,1.1779E-99,1.001001001,mt-Co1,,,,,,,,,,,
6.4452E-139,1.745579142,0.96,0.559,1.0366E-134,1.717352415,Oat,,,,,,,,,,,
9.6094E-137,1.726853941,0.977,0.896,1.5456E-132,1.090401786,Uqcrh,,,,,,,,,,,
2.5961E-124,1.726801824,0.997,0.994,4.1755E-120,1.003018109,Tpt1,,,,,,,,,,,
3.4125E-129,1.725496686,0.958,0.666,5.4886E-125,1.438438438,Plac8,,,,,,,,,,,
1.2662E-102,1.723235222,1,0.989,2.03656E-98,1.011122346,mt-Nd4,,,,,,,,,,,
2.219E-115,1.704332078,0.977,0.906,3.569E-111,1.078366446,Rps21,,,,,,,,,,,
1.17023E-98,1.699871467,1,0.998,1.8822E-94,1.002004008,mt-Cytb,,,,,,,,,,,
4.9875E-112,1.692542411,0.958,0.801,8.0219E-108,1.196004994,Pigr,,,,,,,,,,,
8.9741E-133,1.680378518,0.977,0.813,1.4434E-128,1.201722017,Atp5g2,,,,,,,,,,,
1.30166E-96,1.673988455,1,0.996,2.09358E-92,1.004016064,mt-Nd1,,,,,,,,,,,
3.824E-100,1.605487404,0.969,0.837,6.15055E-96,1.157706093,Atp5b,,,,,,,,,,,
1.3588E-135,1.588740345,0.992,0.964,2.1854E-131,1.029045643,Cox8a,,,,,,,,,,,
1.6997E-126,1.587627376,0.989,0.93,2.7338E-122,1.06344086,Chchd2,,,,,,,,,,,
3.69179E-77,1.584948024,0.734,0.327,5.93788E-73,2.244648318,Hmgb2,,,,,,,,,,,
1.4853E-119,1.578592267,0.938,0.651,2.389E-115,1.440860215,H2afv,,,,,,,,,,,
1.544E-110,1.572265894,1,0.976,2.4834E-106,1.024590164,Lgals2,,,,,,,,,,,
8.67592E-90,1.555882799,1,0.978,1.39543E-85,1.022494888,mt-Nd2,,,,,,,,,,,
6.8512E-116,1.553607864,0.969,0.874,1.1019E-111,1.108695652,Atp5j,,,,,,,,,,,
7.8685E-113,1.552614878,0.96,0.81,1.2656E-108,1.185185185,Cox5a,,,,,,,,,,,
1.62201E-97,1.551569512,0.924,0.693,2.60884E-93,1.333333333,Krt19,,,,,,,,,,,
1.1426E-119,1.540626154,0.969,0.873,1.8377E-115,1.109965636,Atp5l,,,,,,,,,,,
5.8991E-118,1.540504367,0.955,0.742,9.4881E-114,1.287061995,Slc25a3,,,,,,,,,,,
4.448E-111,1.532966337,0.927,0.613,7.1542E-107,1.51223491,Cox7a2l,,,,,,,,,,,
8.3622E-113,1.530287796,0.845,0.346,1.345E-108,2.442196532,Zfos1,,,,,,,,,,,
2.4168E-112,1.523583297,0.927,0.586,3.8872E-108,1.581911263,Ran,,,,,,,,,,,
1.6839E-112,1.515673263,0.893,0.487,2.7083E-108,1.833675565,Ncl,,,,,,,,,,,
2.2696E-99,1.513283941,0.816,0.368,3.65047E-95,2.217391304,Tubb5,,,,,,,,,,,
2.8793E-104,1.50330749,0.87,0.447,4.631E-100,1.946308725,Slc12a2,,,,,,,,,,,
1.56916E-86,1.493582239,0.797,0.379,2.52383E-82,2.102902375,Prap1,,,,,,,,,,,
2.6105E-108,1.487527761,0.941,0.758,4.1988E-104,1.241424802,H3f3a,,,,,,,,,,,
5.7559E-114,1.48548506,0.997,1,9.2577E-110,0.997,Rpl41,,,,,,,,,,,
6.35683E-49,1.484819744,0.681,0.428,1.02243E-44,1.591121495,Ifitm3,,,,,,,,,,,
1.3665E-112,1.483927919,0.975,0.896,2.1978E-108,1.088169643,Ndufa4,,,,,,,,,,,
5.156E-125,1.483580621,0.98,0.854,8.2929E-121,1.147540984,Cox6a1,,,,,,,,,,,
3.1271E-99,1.482758595,0.969,0.904,5.02955E-95,1.071902655,H2afz,,,,,,,,,,,
1.2861E-103,1.476112638,0.884,0.553,2.0685E-99,1.598553345,Eif3h,,,,,,,,,,,
1.55805E-96,1.463362037,0.907,0.732,2.50597E-92,1.239071038,Rps28,,,,,,,,,,,
7.5296E-107,1.460753299,0.955,0.829,1.2111E-102,1.15199035,Rps26,,,,,,,,,,,
8.6687E-109,1.456209529,0.958,0.804,1.3943E-104,1.191542289,Gpx2,,,,,,,,,,,
1.7798E-107,1.455566361,0.924,0.698,2.8627E-103,1.323782235,Atp5c1,,,,,,,,,,,
1.1227E-100,1.449574331,0.96,0.873,1.80574E-96,1.099656357,Dbi,,,,,,,,,,,
1.3104E-122,1.449513259,0.98,0.872,2.1076E-118,1.123853211,Cox6b1,,,,,,,,,,,
5.0661E-124,1.444207554,0.867,0.348,8.1483E-120,2.49137931,Hnrnpa1,,,,,,,,,,,
2.90642E-93,1.43013539,0.87,0.539,4.67469E-89,1.614100186,Hsp90aa1,,,,,,,,,,,
6.2795E-111,1.416681665,0.969,0.822,1.01E-106,1.178832117,Atp5d,,,,,,,,,,,
4.1413E-99,1.409989813,0.975,0.929,6.66085E-95,1.049515608,Calm1,,,,,,,,,,,
1.1664E-104,1.401975191,0.929,0.681,1.876E-100,1.364170338,Eif3k,,,,,,,,,,,
4.3248E-100,1.400741918,0.946,0.727,6.95595E-96,1.301237964,Atp5a1,,,,,,,,,,,
9.6725E-120,1.38964437,0.847,0.317,1.5557E-115,2.67192429,Impdh2,,,,,,,,,,,
2.7323E-100,1.389271057,0.901,0.618,4.39458E-96,1.457928803,Ndufb5,,,,,,,,,,,
1.13511E-75,1.387976111,0.853,0.659,1.82572E-71,1.294385432,Rpl35,,,,,,,,,,,
2.4525E-113,1.38658154,0.983,0.923,3.9446E-109,1.065005417,Atp5g1,,,,,,,,,,,
3.6375E-103,1.384361813,0.963,0.846,5.8506E-99,1.138297872,Ybx1,,,,,,,,,,,
3.7411E-102,1.373556207,0.941,0.837,6.01716E-98,1.124253286,Uqcr10,,,,,,,,,,,
3.44956E-88,1.367582698,0.966,0.939,5.54828E-84,1.028753994,Txn1,,,,,,,,,,,
2.0788E-105,1.364160897,0.983,0.917,3.3436E-101,1.071973828,Rpl38,,,,,,,,,,,
3.2693E-109,1.361495266,0.983,0.908,5.2583E-105,1.082599119,Hint1,,,,,,,,,,,
1.17096E-85,1.354518162,0.924,0.726,1.88337E-81,1.272727273,Cldn7,,,,,,,,,,,
2.0109E-99,1.352929135,0.915,0.62,3.2344E-95,1.475806452,Aldh1b1,,,,,,,,,,,
4.1223E-105,1.346883748,0.879,0.514,6.6303E-101,1.710116732,Snrpe,,,,,,,,,,,
1.1321E-105,1.346406472,0.96,0.838,1.8208E-101,1.145584726,Atp5j2,,,,,,,,,,,
2.6028E-118,1.340995643,0.859,0.341,4.1863E-114,2.519061584,Hmgn1,,,,,,,,,,,
6.9366E-112,1.334004384,0.955,0.806,1.1157E-107,1.184863524,Cox7a2,,,,,,,,,,,
2.27107E-94,1.328698457,0.884,0.571,3.65279E-90,1.548161121,Mif,,,,,,,,,,,
5.386E-102,1.319388259,0.921,0.693,8.66283E-98,1.329004329,Atp5g3,,,,,,,,,,,
5.82426E-79,1.314015136,0.929,0.806,9.36774E-75,1.152605459,Krt8,,,,,,,,,,,
5.1368E-100,1.308987271,0.941,0.776,8.26205E-96,1.212628866,Atp5o,,,,,,,,,,,
3.77454E-87,1.308955843,0.96,0.876,6.07097E-83,1.095890411,Epcam,,,,,,,,,,,
1.5431E-102,1.305286921,0.935,0.688,2.48186E-98,1.359011628,Hnrnpa2b1,,,,,,,,,,,
6.3106E-100,1.299942647,0.85,0.459,1.015E-95,1.851851852,Snrpf,,,,,,,,,,,
1.03132E-89,1.298627606,0.766,0.305,1.65878E-85,2.51147541,Tuba1b,,,,,,,,,,,
1.44059E-66,1.287869033,0.907,0.868,2.31705E-62,1.044930876,Prdx1,,,,,,,,,,,
6.62985E-96,1.281974334,0.893,0.617,1.06635E-91,1.44732577,Gm9843,,,,,,,,,,,
4.17515E-40,1.280851378,0.514,0.226,6.71531E-36,2.274336283,Cd74,,,,,,,,,,,
1.2255E-114,1.271825371,0.822,0.295,1.971E-110,2.786440678,Ppp1r1b,,,,,,,,,,,
2.26812E-97,1.267796644,0.941,0.821,3.64805E-93,1.146163216,Cox7b,,,,,,,,,,,
4.96938E-92,1.260342658,0.932,0.761,7.99275E-88,1.224704336,Ndufb9,,,,,,,,,,,
2.28189E-84,1.256657857,0.907,0.736,3.67019E-80,1.232336957,Ifitm2,,,,,,,,,,,
2.18036E-86,1.253890203,0.89,0.687,3.5069E-82,1.295487627,Cox5b,,,,,,,,,,,
2.21317E-88,1.239931259,0.904,0.732,3.55966E-84,1.234972678,Chchd10,,,,,,,,,,,
2.0493E-87,1.232162058,0.904,0.773,3.2961E-83,1.169469599,2010107E04Rik,,,,,,,,,,,
2.95085E-85,1.229844693,0.842,0.557,4.74615E-81,1.511669659,Erh,,,,,,,,,,,
1.09336E-96,1.228160384,0.983,0.965,1.75856E-92,1.01865285,H3f3b,,,,,,,,,,,
2.9158E-100,1.226157665,0.797,0.303,4.68979E-96,2.630363036,Cd81,,,,,,,,,,,
6.66332E-94,1.220831824,0.898,0.624,1.07173E-89,1.439102564,Serbp1,,,,,,,,,,,
2.09877E-90,1.214713752,0.887,0.618,3.37566E-86,1.435275081,Atp5h,,,,,,,,,,,
1.08441E-95,1.200588101,0.98,0.918,1.74417E-91,1.067538126,Uqcrq,,,,,,,,,,,
1.2888E-100,1.196396277,0.799,0.321,2.07296E-96,2.489096573,Cystm1,,,,,,,,,,,
2.31623E-85,1.196224535,0.87,0.551,3.72543E-81,1.578947368,Atp1b1,,,,,,,,,,,
1.66471E-75,1.193907135,0.831,0.537,2.67752E-71,1.547486034,Cyc1,,,,,,,,,,,
3.69534E-87,1.190300771,0.864,0.578,5.94359E-83,1.494809689,Rps12-ps3,,,,,,,,,,,
1.14318E-75,1.184334306,0.785,0.443,1.8387E-71,1.772009029,Anp32b,,,,,,,,,,,
3.89822E-97,1.178033848,0.859,0.437,6.2699E-93,1.965675057,Phb2,,,,,,,,,,,
4.26871E-89,1.177214608,0.805,0.389,6.86579E-85,2.06940874,Hspd1,,,,,,,,,,,
2.60712E-95,1.175583609,0.977,0.937,4.19329E-91,1.042689434,Oaz1,,,,,,,,,,,
3.55285E-83,1.174331009,0.921,0.694,5.71441E-79,1.327089337,Eif4a1,,,,,,,,,,,
1.43722E-82,1.171622298,0.904,0.72,2.31162E-78,1.255555556,Atp5f1,,,,,,,,,,,
1.41999E-98,1.167254761,0.845,0.411,2.28391E-94,2.055961071,Eif3e,,,,,,,,,,,
4.89876E-69,1.16399035,0.825,0.601,7.87917E-65,1.372712146,Psma7,,,,,,,,,,,
2.1484E-97,1.163073745,0.774,0.284,3.45548E-93,2.725352113,Ccl25,,,,,,,,,,,
7.43307E-78,1.162526999,0.864,0.61,1.19554E-73,1.416393443,Ndufab1,,,,,,,,,,,
8.78001E-79,1.156723716,0.862,0.611,1.41218E-74,1.410801964,Gm8730,,,,,,,,,,,
8.89767E-88,1.1425815,0.935,0.811,1.4311E-83,1.152897657,Ndufa13,,,,,,,,,,,
6.91028E-93,1.142347746,0.672,0.172,1.11145E-88,3.906976744,Ccnd2,,,,,,,,,,,
1.82747E-90,1.134409032,0.986,0.947,2.9393E-86,1.041182682,Pabpc1,,,,,,,,,,,
2.69508E-88,1.133280284,0.836,0.468,4.33477E-84,1.786324786,Ndufc2,,,,,,,,,,,
1.15671E-82,1.128225728,0.831,0.474,1.86046E-78,1.753164557,Hn1,,,,,,,,,,,
1.1451E-93,1.124678387,0.831,0.404,1.84178E-89,2.056930693,Ndufs2,,,,,,,,,,,
1.74995E-70,1.119904733,0.895,0.798,2.81462E-66,1.121553885,Uqcrb,,,,,,,,,,,
1.54221E-87,1.118322022,0.794,0.365,2.48048E-83,2.175342466,Csrp2,,,,,,,,,,,
1.4189E-109,1.11691522,0.754,0.211,2.2822E-105,3.573459716,Sdc4,,,,,,,,,,,
1.7542E-91,1.115495289,0.946,0.848,2.82145E-87,1.115566038,Uqcr11,,,,,,,,,,,
6.98802E-76,1.114143436,0.808,0.506,1.12395E-71,1.596837945,Ranbp1,,,,,,,,,,,
5.22918E-85,1.11113705,0.791,0.361,8.41062E-81,2.191135734,Tkt,,,,,,,,,,,
5.63842E-88,1.107370939,0.876,0.596,9.06884E-84,1.469798658,Pebp1,,,,,,,,,,,
3.21436E-78,1.105914231,0.89,0.688,5.16998E-74,1.293604651,Eef1d,,,,,,,,,,,
7.27875E-83,1.10288743,0.842,0.505,1.17071E-78,1.667326733,Eif3i,,,,,,,,,,,
2.7572E-72,1.102865885,0.912,0.831,4.43469E-68,1.097472924,B2m,,,,,,,,,,,
5.7682E-131,1.098212212,0.72,0.111,9.2775E-127,6.486486486,Amica1,,,,,,,,,,,
8.8829E-84,1.096551059,0.893,0.731,1.42873E-79,1.221614227,Shfm1,,,,,,,,,,,
3.56139E-80,1.094351464,0.754,0.32,5.72814E-76,2.35625,Gm10073,,,,,,,,,,,
5.08669E-82,1.086968695,0.847,0.549,8.18143E-78,1.5428051,Prdx2,,,,,,,,,,,
1.49576E-82,1.086337953,0.686,0.233,2.40578E-78,2.944206009,Mgst1,,,,,,,,,,,
2.81014E-75,1.085838284,0.881,0.671,4.51982E-71,1.312965723,Polr1d,,,,,,,,,,,
3.34471E-71,1.080823031,0.895,0.688,5.37963E-67,1.300872093,Tspan8,,,,,,,,,,,
8.32976E-78,1.0794837,0.856,0.595,1.33976E-73,1.438655462,Rpl6,,,,,,,,,,,
5.99508E-95,1.07782294,0.989,0.974,9.64248E-91,1.015400411,Rpl36al,,,,,,,,,,,
8.8327E-118,1.077364762,0.757,0.184,1.4207E-113,4.114130435,Tm4sf20,,,,,,,,,,,
2.10389E-62,1.072306368,0.785,0.488,3.38389E-58,1.608606557,Uqcrc1,,,,,,,,,,,
4.34264E-79,1.070275977,0.853,0.529,6.98471E-75,1.612476371,Gsto1,,,,,,,,,,,
2.83449E-70,1.064871913,0.89,0.752,4.55899E-66,1.183510638,Akr1a1,,,,,,,,,,,
8.0733E-76,1.05661918,0.876,0.685,1.29851E-71,1.278832117,Ndufb11,,,,,,,,,,,
5.37116E-77,1.046045211,0.873,0.615,8.63897E-73,1.419512195,Psmb1,,,,,,,,,,,
4.5868E-75,1.043105466,0.864,0.596,7.37741E-71,1.44966443,Ndufa12,,,,,,,,,,,
1.27358E-86,1.038474393,0.867,0.547,2.04843E-82,1.585009141,2700060E02Rik,,,,,,,,,,,
2.69412E-56,1.035843587,0.706,0.386,4.33321E-52,1.829015544,Cyba,,,,,,,,,,,
1.05566E-72,1.034500709,0.864,0.65,1.69793E-68,1.329230769,Park7,,,,,,,,,,,
5.79275E-65,1.034426455,0.797,0.511,9.31705E-61,1.559686888,Rpl7a,,,,,,,,,,,
8.54358E-86,1.02668871,0.836,0.444,1.37415E-81,1.882882883,Hdgf,,,,,,,,,,,
3.9664E-86,1.026131212,0.819,0.4,6.37955E-82,2.0475,Gltscr2,,,,,,,,,,,
3.71539E-50,1.021973957,0.901,0.823,5.97583E-46,1.094775213,Actb,,,,,,,,,,,
3.29249E-46,1.020170196,0.867,0.819,5.29564E-42,1.058608059,Crip1,,,,,,,,,,,
1.30204E-85,1.017140818,0.754,0.307,2.09421E-81,2.456026059,C1qbp,,,,,,,,,,,
3.8264E-75,1.013301518,0.785,0.432,6.15439E-71,1.81712963,Nhp2,,,,,,,,,,,
5.09489E-83,1.010792864,0.935,0.769,8.19462E-79,1.215864759,Pfdn5,,,,,,,,,,,
5.51687E-79,1.009170607,0.771,0.345,8.87334E-75,2.234782609,Uqcrc2,,,,,,,,,,,
2.28228E-83,1.006884802,0.746,0.3,3.67083E-79,2.486666667,Aprt,,,,,,,,,,,
2.60062E-66,1.003463218,0.842,0.646,4.18283E-62,1.303405573,Rbm3,,,,,,,,,,,
2.34081E-53,1.000000127,0.842,0.677,3.76496E-49,1.243722304,Taldo1,,,,,,,,,,,
1.11908E-74,0.999862162,0.763,0.392,1.79992E-70,1.946428571,Cdk4,,,,,,,,,,,
2.21731E-69,0.996544892,0.797,0.452,3.56632E-65,1.763274336,S100a10,,,,,,,,,,,
9.30816E-79,0.994789974,0.845,0.554,1.49712E-74,1.525270758,Snrpd2,,,,,,,,,,,
1.5863E-67,0.991337922,0.842,0.622,2.5514E-63,1.353697749,Clta,,,,,,,,,,,
7.42117E-68,0.990871924,0.825,0.522,1.19362E-63,1.58045977,Fkbp4,,,,,,,,,,,
3.42107E-68,0.987154696,0.723,0.365,5.50244E-64,1.980821918,Rpl23a-ps3,,,,,,,,,,,
1.105E-74,0.985932503,0.805,0.439,1.77728E-70,1.833712984,Eif3m,,,,,,,,,,,
6.11331E-61,0.985025173,0.91,0.671,9.83265E-57,1.356184799,mt-Nd5,,,,,,,,,,,
6.66354E-79,0.984356221,0.737,0.312,1.07176E-74,2.362179487,Cct4,,,,,,,,,,,
8.53215E-70,0.978101404,0.785,0.459,1.37231E-65,1.710239651,Snrpb,,,,,,,,,,,
1.15883E-66,0.976180671,0.833,0.629,1.86386E-62,1.324324324,Ndufb8,,,,,,,,,,,
7.73951E-70,0.975459272,0.845,0.608,1.24482E-65,1.389802632,Tomm20,,,,,,,,,,,
5.007E-65,0.969864107,0.859,0.67,8.05326E-61,1.282089552,Lsm4,,,,,,,,,,,
1.7778E-64,0.963307979,0.842,0.614,2.85942E-60,1.371335505,Mdh2,,,,,,,,,,,
3.03875E-66,0.962923799,0.856,0.692,4.88753E-62,1.23699422,Ndufa7,,,,,,,,,,,
3.3816E-72,0.958348171,0.907,0.804,5.43896E-68,1.128109453,Tceb2,,,,,,,,,,,
2.86301E-62,0.951959558,0.78,0.49,4.60486E-58,1.591836735,Set,,,,,,,,,,,
3.97574E-69,0.950833561,0.963,0.907,6.39458E-65,1.061742007,Atp5e,,,,,,,,,,,
1.22363E-64,0.949653148,0.819,0.593,1.96809E-60,1.381112985,Tomm7,,,,,,,,,,,
6.26836E-62,0.948136823,0.802,0.568,1.0082E-57,1.411971831,Uqcrfs1,,,,,,,,,,,
3.37246E-66,0.947325913,0.836,0.591,5.42426E-62,1.414551607,Tomm5,,,,,,,,,,,
4.45871E-67,0.938971473,0.881,0.73,7.17139E-63,1.206849315,Pcbp2,,,,,,,,,,,
5.27807E-66,0.937454756,0.749,0.373,8.48925E-62,2.008042895,Ccdc34,,,,,,,,,,,
